GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,14353.498844518528,15027.975562548145,14353.498844518528,18466.610260458692,20513.754782945987,17111.366690682225
0.5GnP,11945.285772580148,14324.911228268782,11945.285772580148,18396.106677824137,14185.818648479584,17074.368037310927
1.0GnP,13048.562418989664,16513.92028470646,13048.562418989664,16528.01255715197,16283.534493585616,16511.25448295564
1.5GnP,7933.914890484711,9500.735184395919,7933.914890484711,10323.807116014712,11452.218848298073,10343.812257696442
