GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,0.1885539044885504,1.8865930616675053e-05,0.05490125693342213,8.4696125528843e-06,4.715309974849806e-05,5.650155752890622e-05
0.5GnP,0.1299892002677393,1.3834876282268256e-05,0.034707979178325285,9.215984719116453e-06,4.572414169728952e-05,4.364136475837965e-05
1.0GnP,0.11024775867306612,1.2038877487579544e-05,0.03333335653371647,8.249496778544943e-06,4.4923926627136895e-05,3.391745940867277e-05
1.5GnP,0.1475576827001615,2.4506279599605606e-05,0.05744872915319894,1.262308435852217e-05,6.620632671430243e-05,7.716864745005915e-05
