GnP,log_mse_Ep_opt,log_mse_Epp_opt,log_mse_Ep_MCMC_mean,log_mse_Epp_MCMC_mean,log_mse_Ep_MCMC_map,log_mse_Epp_MCMC_map,log_mse_opt,log_mse_MCMC_mean,log_mse_MCMC_map,relative_error_opt,relative_error_MCMC_mean,relative_error_MCMC_map
0.0GnP,0.004767619543743099,0.004372403715435175,0.002772953314268161,0.004233605648574119,0.002785334221716789,0.004214539873788047,0.009140023259178275,0.00700655896284228,0.0069998740955048355,1.1819308976109728,1.034834326015898,1.0343405471838647
0.5GnP,0.005451304638667209,0.003566824911090556,0.004333729459854767,0.003745646023148605,0.004343042311149511,0.003737552091789897,0.009018129549757767,0.008079375483003373,0.008080594402939408,1.1367928820401785,1.0759993444682168,1.076080508389277
1.0GnP,0.005143808256218363,0.0026009738127962217,0.0046843274490448415,0.0025633692544583782,0.004693602375930081,0.0025582525824643767,0.0077447820690145835,0.007247696703503219,0.007251854958394458,1.0326628379144827,0.9989734664949509,0.9992599982596306
1.5GnP,0.004573656629077118,0.006508677386280013,0.004990242236813984,0.005719594338816289,0.005054154394403441,0.005646088183428382,0.011082334015357131,0.010709836575630276,0.010700242577831821,1.3210270355093776,1.2986362154193862,1.2980544182832094
