GnP,log_mse_Ep_opt,log_mse_Epp_opt,log_mse_Ep_MCMC_mean,log_mse_Epp_MCMC_mean,log_mse_Ep_MCMC_map,log_mse_Epp_MCMC_map,log_mse_opt,log_mse_MCMC_mean,log_mse_MCMC_map,relative_error_opt,relative_error_MCMC_mean,relative_error_MCMC_map
0.0GnP,0.004610902901043961,0.005088425603703816,0.004592790658705542,0.004638192498214903,0.004609256197494283,0.004621451072334202,0.009699328504747775,0.009230983156920444,0.009230707269828487,1.2286179359213918,1.1985881951171602,1.1985702838352983
0.5GnP,0.006299161421121094,0.0037737868039050305,0.006689016524693451,0.0031750203014882503,0.006712251280424729,0.0031638881718530553,0.010072948225026124,0.009864036826181703,0.009876139452277784,1.2794996572543813,1.2661618255988323,1.2669383426534104
1.0GnP,0.005030809411808002,0.00522253927751143,0.005267539594102229,0.004933040354694881,0.005304972795420902,0.004897796902121764,0.010253348689319432,0.01020057994879711,0.010202769697542666,1.2559241823656062,1.2526882138820223,1.2528226633575081
1.5GnP,0.003300530549467723,0.003487159999781642,0.0032891439770649216,0.0034962891933080767,0.0032911497897246855,0.0034941384699618263,0.006787690549249366,0.006785433170372999,0.006785288259686511,1.0218096210979288,1.021639695609528,1.021628786409161
