GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,13633.846109325068,16182.453927965747,13633.846109325068,16202.500499521413,15269.438412537102,16157.322596506043
0.5GnP,14126.098371180546,15251.018584204543,14126.098371180546,17012.75057641665,16659.973092391418,16795.400230558997
1.0GnP,13890.609204915208,14942.730862273089,13890.609204915208,15743.260442734734,15291.052259812344,17304.82656305667
1.5GnP,14700.180494724542,16104.933861772482,14700.180494724542,16052.454307593753,17205.086886708803,17475.529742244824
