GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,16130.520784730705,15614.751179886198,16130.520784730705,14835.611089135296,14550.403160294489,14503.995464039843
0.5GnP,16747.44216337573,13748.033743962284,16747.44216337573,14796.800326837125,15779.300930561798,14267.308637398959
1.0GnP,15073.863556779415,13528.993445743034,15073.863556779415,15812.06106466021,16591.980289177576,14044.908098641115
1.5GnP,16541.436369253748,16313.156587480598,16541.436369253748,15286.95132852941,16410.370513962756,15288.520096544438
