GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,0.2120752451939267,1.612566384871396e-05,0.026329278350643446,1.2014927979315427e-05,5.557617320961509e-05,5.66966497487152e-05
0.5GnP,0.15165412526787606,1.502044105026323e-05,0.019214374359691602,1.2241952106811669e-05,5.966646040104482e-05,4.4102726916896304e-05
1.0GnP,0.21491076043673385,1.610009158154389e-05,0.026744880479682952,1.2068958577073802e-05,5.9445635374330715e-05,6.087504860993525e-05
1.5GnP,0.09151144397264688,1.5868860992813057e-05,0.01757864447155786,1.1210343602566348e-05,4.004184843560768e-05,4.438421843836953e-05
