GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,13330.25785900155,15795.489351904202,13330.25785900155,16480.768574190617,16118.11902818831,16650.723536192647
0.5GnP,13912.939867630877,15382.3469230425,13912.939867630877,17938.877253313996,18750.783659865407,17378.937450783073
1.0GnP,14296.679819523732,15795.03438588153,14296.679819523732,17431.587470323,15999.195572314586,15665.285625728082
1.5GnP,14432.294285815064,17700.48934127527,14432.294285815064,16693.73682637729,19002.138451609357,16802.716146952043
