GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,0.2585752041769611,2.9051705672168022e-05,0.009349629809570367,1.2439450648241145e-05,4.57543223753603e-05,9.124292673362871e-05
0.5GnP,0.24645112796896368,2.814889794339981e-05,0.007223924703542301,1.0385442676762822e-05,4.548266843526851e-05,7.291285303055476e-05
1.0GnP,0.26253685727862236,3.230640846552924e-05,0.018205841605948965,1.4266791672292643e-05,6.778228614130254e-05,0.00012389870879518232
1.5GnP,0.28441638113701684,3.0366859612953505e-05,0.011197457221833984,1.3898499282994167e-05,5.7865954584080126e-05,9.668255406333173e-05
