GnP,sigma_Ep,sigma_Epp,E_c1,alpha_1,alpha_2,E_c2,tau_c1,tau_c2
0.0GnP,0.059210118053494555,0.05632136818315246,2607.377524486383,0.2416288638432412,0.036805194280013734,597.8571995653247,0.687507686500632,1.43575648010919
0.5GnP,0.0635499619904662,0.061416358959386595,2435.863022634153,0.23926337132490094,0.039956323412270095,612.2746452038167,1.03273757735402,2.05988641443654
1.0GnP,0.05965741850502134,0.06627741319305559,2807.154183049103,0.22356398293286386,0.04376508200156234,678.2371156344713,0.458710854715148,0.933214277393875
1.5GnP,0.06253561696180297,0.11031846523043322,2536.0012780850757,0.18827365208247204,0.011705133012696317,373.61063975811135,0.174463778122388,0.454538201664844
