GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,12484.625930703927,16196.306900469206,12484.625930703927,14171.30615998202,17978.915246814384,17881.641371272006
0.5GnP,13328.363223715565,13957.466322065493,13328.363223715565,15260.935324356018,18264.550664512117,17452.00023038296
1.0GnP,9888.644985081424,16369.376918126482,9888.644985081424,10817.640914076854,11390.875741772677,11851.790339380317
1.5GnP,11359.900947250746,14852.681007231444,11359.900947250746,12968.664402378661,16070.692030412174,16998.14388942063
