GnP,log_mse_Ep_opt,log_mse_Epp_opt,log_mse_Ep_MCMC_mean,log_mse_Epp_MCMC_mean,log_mse_Ep_MCMC_map,log_mse_Epp_MCMC_map,log_mse_opt,log_mse_MCMC_mean,log_mse_MCMC_map,relative_error_opt,relative_error_MCMC_mean,relative_error_MCMC_map
0.0GnP,0.0074575084708338926,0.014874581308843891,0.0041153688075059305,0.018448620746166773,0.00408084270734678,0.018600786175538776,0.022332089779677787,0.0225639895536727,0.02268162888288556,2.285041056250494,2.296874520215075,2.3028542143388417
0.5GnP,0.005184898509640055,0.010562500411577316,0.003977113362620979,0.011261198734351153,0.003966035182273196,0.011292323595319335,0.015747398921217372,0.015238312096972134,0.015258358777592537,1.909776809431532,1.8786532698315008,1.879888589855589
1.0GnP,0.006892653175084779,0.009532048374142383,0.00343191371600449,0.01472534038376498,0.00329509264125118,0.015320126610417569,0.01642470154922716,0.01815725409976947,0.018615219251668747,1.802356637202302,1.8950342884282303,1.9187838950658387
1.5GnP,0.008307540929691985,0.012286443540390874,0.0049710115458984966,0.01569473818713531,0.004920208345907357,0.015854054067465703,0.02059398447008286,0.020665749733033808,0.020774262413373063,2.1587654571616492,2.162523584606163,2.1681936908704027
