GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,13251.747768336192,14807.556963952593,13251.747768336192,14175.032326758968,12955.09840701983,12850.064765046394
0.5GnP,13782.809233634467,14623.394508177826,13782.809233634467,15006.00036299273,14130.977377573294,12464.107318126942
1.0GnP,11120.997752757858,13811.624201193174,11120.997752757858,12098.00849472378,11990.64517991581,15077.1386585904
1.5GnP,12505.857089018,15278.216688106539,12505.857089018,13809.702220021487,13807.928617766554,13652.569243984135
