GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,0.44313144564188556,3.0612714010620286e-05,0.01011998756272363,1.4020978089250737e-05,5.2085154567177844e-05,0.0001388970800086989
0.5GnP,0.5750984609040682,3.5941005098432656e-05,0.009407796990679413,1.4942107144829511e-05,5.0153265217639516e-05,0.00016354392120301552
1.0GnP,0.3639672641841041,2.817057663854893e-05,0.014946440934845118,1.256701913743016e-05,4.938631375565853e-05,0.00012852451365893372
1.5GnP,0.4011642069990195,2.8311552454036887e-05,0.010008421707192154,1.3795163897092552e-05,4.437396499326363e-05,0.00012399747018933046
