GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,25605.87463848643,26514.601007830966,25605.87463848643,29181.837264956128,27389.960954719892,26217.60089542728
0.5GnP,24861.37207939309,26814.205756266292,24861.37207939309,28637.009785705148,28422.22592269611,25727.917581791815
1.0GnP,27551.424078307635,29124.220290016263,27551.424078307635,28807.18794616146,29135.191681601627,28188.460146403104
1.5GnP,24817.592139248824,28134.73970678158,24817.592139248824,27952.890799418314,25868.9119094509,26706.518044182496
