GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,1.0000782017097962,1.000099395887577,1.0000782017097962,1.000042161439436,1.0000290830890246,1.000097913698916
0.5GnP,1.0001072190841482,1.0001455393854832,1.0001072190841482,1.000051899310579,1.0001036153053604,1.0000193507385453
1.0GnP,1.0001632204714699,1.0000494680772722,1.0001631329276832,1.0003253068468476,1.0000303541969453,1.0001000269350189
1.5GnP,1.0000403170837704,1.0000330737584275,1.0000403170837704,1.0000426111785392,1.000069586866868,1.0001071392392293
