GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp,tau_c1,tau_c2
0.0GnP,2753.6559795925673,0.3126181268942532,341.8681620470354,0.05711596162510969,0.06993336225985147,0.07051091977085291,1.1376539792904,3.22875954182197
0.5GnP,2436.2098437151453,0.31087045705863237,282.00031319230004,0.06373915727529827,0.08178689954709971,0.060669174018041803,0.68007042254265,1.99887869241876
1.0GnP,2799.7946020062773,0.3064764794170314,341.98661820930585,0.06050180213755593,0.07407261875504081,0.07368908427571584,0.662864749381803,1.89663366002903
1.5GnP,2202.2476419599293,0.3122254134095473,301.4770559902437,0.0709095879538313,0.06180868480255955,0.0633124327962174,0.89259933383683,2.41247322723615
