GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,25488.780693204666,29059.62890735841,25488.780693204666,31116.58885704149,32883.974127701185,32424.53656816069
0.5GnP,26678.910518371533,30416.20524942739,26678.910518371533,33836.23553239623,32010.10575752556,34543.59093618803
1.0GnP,27492.409447711863,31121.984834054485,27492.409447711863,30336.63423667357,29352.53134988271,33450.631757141484
1.5GnP,24196.646126518895,27966.87999785717,24196.646126518895,32255.54667816999,31945.189197258573,34560.46095283592
