GnP,E_c1,alpha_1,E_c2,alpha_2,sigma_Ep,sigma_Epp
0.0GnP,11672.974195488203,12870.332088542318,11672.974195488203,14339.572021142474,15346.015953391756,16132.413265065608
0.5GnP,15726.17478898763,15748.800094314302,15726.17478898763,15813.677700311613,15830.48242094432,16373.532601417337
1.0GnP,13944.909220208967,16098.319440629199,13944.909220208967,16868.437037739124,17174.03409868535,17527.276370612493
1.5GnP,11087.826991935424,14525.059694254665,11087.826991935424,13851.816252311208,14735.123226232807,16550.962093012407
